incident_id,control_id,barrier_type_ps,barrier_level,lod_industry_standard,barrier_condition,barrier_role_norm,source_agency,provider_bucket,supporting_text_count,lod_numeric,pathway_sequence,total_prev_barriers_incident,total_mit_barriers_incident,total_failed_incident,total_hf_failed_incident,num_threats_in_sequence,num_threats_in_lod_numeric,flag_environmental_threat,flag_electrical_failure,flag_procedural_error,flag_mechanical_failure,y_fail,y_hf_fail,hf_contrib_binary,barrier_failed_expert,barrier_failed_human_expert,barrier_failed_rule,failed_mismatch,barrier_status,barrier_type,line_of_defense,flag_communication_breakdown,is_degradation_control,barrier_family,incident_has_threat_data
fieldwood-energy-offshore-llc-wd-80-d-10-jan-2022,C-006,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,3,1,1,1,2,2,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
g01083-energy-xxi-03-march-2019,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,control,BSEE,bsee,1,1,1,4,1,5,3,2,3,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
g01083-energy-xxi-03-march-2019,C-002,hardware_barrier,prevention,Process Containment,ineffective,control,BSEE,bsee,1,1,1,4,1,5,3,2,3,1,0,0,1,1,1,0,1,1,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
g01083-energy-xxi-03-march-2019,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,2,2,4,1,5,3,2,1,1,0,0,1,1,1,0,1,1,1,0,bypassed,engineering,2nd,0,0,mechanical_integrity,1
g01083-energy-xxi-03-march-2019,C-005,hardware_barrier,prevention,Structural Integrity,ineffective,maintain_integrity,BSEE,bsee,2,1,1,4,1,5,3,2,3,1,0,0,1,1,1,0,1,1,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
gb-128-shell-19-sep-2017,C-006,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,1,1,1,4,2,0,1,1,0,0,0,0,1,0,0,1,0,1,0,failed,engineering,1st,1,0,mechanical_integrity,1
gb-128-shell-8-nov-2017,C-007,hardware_barrier,prevention,Alarm and Operator Response,ineffective,verify_inspect,BSEE,bsee,3,2,2,2,1,1,1,2,6,0,0,1,1,1,1,1,1,1,1,0,failed,engineering,2nd,0,0,detection_monitoring_alarms,1
gb-128-shell-8-nov-2017,C-010,hardware_barrier,prevention,Structural Integrity,degraded,isolate_shutdown,BSEE,bsee,2,1,1,2,1,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,degraded,engineering,1st,0,0,mechanical_integrity,1
gb-213-apache-deepwater-23-may-2014,C-003,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,1,2,1,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
gb-427-shell-offshore-7-jun-2017,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,contain,BSEE,bsee,3,1,1,1,2,1,0,2,2,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
gb-958-cobalt-rowan-reliance-23-mar-2015,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,1,1,3,0,3,3,3,2,0,0,1,1,1,1,1,1,1,1,0,not_installed,engineering,1st,0,0,mechanical_integrity,1
gb-958-cobalt-rowan-reliance-23-mar-2015,C-002,hardware_barrier,prevention,Structural Integrity,degraded,maintain_integrity,BSEE,bsee,2,1,1,3,0,3,3,3,2,0,0,1,1,1,1,1,1,1,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
gb-958-cobalt-rowan-reliance-23-mar-2015,C-005,hardware_barrier,prevention,Alarm and Operator Response,degraded,detect,BSEE,bsee,3,2,2,3,0,3,3,3,1,0,0,1,1,1,1,1,1,1,0,1,degraded,engineering,2nd,0,0,detection_monitoring_alarms,1
gb2066820anadarko2015-nov-2024,C-001,hardware_barrier,prevention,Process Containment,ineffective,other,BSEE,bsee,2,1,1,2,1,1,1,3,3,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
gb2066820anadarko2015-nov-2024,C-002,hardware_barrier,prevention,Structural Integrity,degraded,control,BSEE,bsee,2,1,1,2,1,1,1,3,3,0,0,1,1,0,1,1,0,1,0,0,degraded,engineering,1st,0,0,mechanical_integrity,1
gb_216_hess_corporation_17_feb_2016,C-005,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,2,1,1,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gc-155-marubeni-oil-and-gas-24-sep-2014,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,1,1,1,2,1,2,1,2,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gc-155-marubeni-oil-and-gas-24-sep-2014,C-002,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,2,2,2,2,1,2,1,2,2,0,0,0,1,0,1,1,0,1,1,1,bypassed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
gc-338a-murphy-exploration-and-production-16-oct-2015,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,1,1,1,0,2,2,1,0,1,0,1,0,0,1,0,1,0,not_installed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gc-389-12jan22,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,maintain_integrity,BSEE,bsee,3,1,1,2,2,2,0,2,2,0,1,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
gc-389-12jan22,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,maintain_integrity,BSEE,bsee,2,1,1,2,2,2,0,2,2,0,1,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
gc-645-27jun22,C-002,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,1,2,2,1,1,1,0,1,0,0,1,1,1,1,1,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gc-645-anadarko-14-feb-2021,C-001,hardware_barrier,prevention,Alarm and Operator Response,degraded,other,BSEE,bsee,2,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,detection_monitoring_alarms,1
gc-743-bp-expl-09-jun-2015,C-001,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,2,1,1,2,0,2,1,2,2,0,0,0,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
gc-743-bp-expl-09-jun-2015,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,isolate_shutdown,BSEE,bsee,1,1,1,2,0,2,1,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
gc468-hess-06-sep-2018,C-002,hardware_barrier,prevention,Process Containment,ineffective,contain,BSEE,bsee,2,1,1,2,2,2,1,4,4,0,0,1,1,1,1,1,1,1,1,0,failed,engineering,1st,1,0,fluid_discharge_and_containment,1
gc468-hess-06-sep-2018,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,1,1,2,2,2,1,4,4,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,1,0,mechanical_integrity,1
gc787a-bp-08-may-2018,C-008,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,1,1,1,1,2,3,1,1,1,0,0,1,0,1,0,0,1,0,1,0,not_installed,engineering,1st,0,0,detection_monitoring_alarms,1
gc807-chevron-11-dec-2016,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,1,2,1,0,2,2,1,0,0,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gi-22-energy-xxi-gom-llc-16jul2019,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,3,1,3,0,3,3,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gi-22-energy-xxi-gom-llc-16jul2019,C-002,hardware_barrier,prevention,Process Control,ineffective,prevent,BSEE,bsee,3,1,1,3,1,3,0,3,3,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gi-22-energy-xxi-gom-llc-16jul2019,C-007,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,2,2,3,1,3,0,3,2,0,0,1,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,detection_monitoring_alarms,1
gi-43-26-jan-18-2010-final,C-001,hardware_barrier,prevention,Alarm and Operator Response,degraded,detect,BSEE,bsee,1,1,1,5,0,5,1,5,4,1,1,1,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,detection_monitoring_alarms,1
gi-43-26-jan-18-2010-final,C-002,hardware_barrier,prevention,Alarm and Operator Response,ineffective,isolate_shutdown,BSEE,bsee,2,2,2,5,0,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,bypassed,engineering,2nd,0,0,detection_monitoring_alarms,1
gi-43-26-jan-18-2010-final,C-006,hardware_barrier,prevention,Process Containment,ineffective,contain,BSEE,bsee,1,1,1,5,0,5,1,5,4,1,1,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
gi-43-26-jan-18-2010-final,C-007,hardware_barrier,prevention,Structural Integrity,ineffective,maintain_integrity,BSEE,bsee,2,1,1,5,0,5,1,5,4,1,1,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
gi-43-26-jan-18-2010-final,C-008,hardware_barrier,prevention,Structural Integrity,ineffective,contain,BSEE,bsee,2,1,1,5,0,5,1,5,4,1,1,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
gi-76-25-aug-2018,C-002,hardware_barrier,prevention,Process Control,degraded,pressure_relief,BSEE,bsee,3,1,1,2,3,2,2,2,1,0,0,1,0,1,1,1,1,1,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gi-76-25-aug-2018,C-003,hardware_barrier,prevention,Process Control,degraded,pressure_relief,BSEE,bsee,3,2,2,2,3,2,2,2,3,0,0,1,0,1,1,1,1,1,0,1,degraded,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
gi204720ap20gom20shelf2025-apr-2025,C-001,hardware_barrier,prevention,Alarm and Operator Response,ineffective,verify_inspect,BSEE,bsee,2,1,1,6,1,5,5,4,3,0,0,1,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
gi204720ap20gom20shelf2025-apr-2025,C-004,hardware_barrier,prevention,Process Control,ineffective,pressure_relief,BSEE,bsee,2,1,1,6,1,5,5,4,3,0,0,1,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gi204720ap20gom20shelf2025-apr-2025,C-005,hardware_barrier,prevention,Process Control,degraded,isolate_shutdown,BSEE,bsee,2,1,1,6,1,5,5,4,3,0,0,1,1,0,0,0,0,0,0,0,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gi204720ap20gom20shelf2025-apr-2025,C-006,hardware_barrier,prevention,Process Control,ineffective,verify_inspect,BSEE,bsee,3,1,1,6,1,5,5,4,3,0,0,1,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
gi204720ap20gom20shelf2025-apr-2025,C-007,hardware_barrier,prevention,Process Control,ineffective,control,BSEE,bsee,2,2,2,6,1,5,5,4,2,0,0,1,1,1,1,1,1,1,1,0,failed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
gi204720ap20gom20shelf2025-apr-2025,C-011,hardware_barrier,prevention,Alarm and Operator Response,degraded,detect,BSEE,bsee,2,1,1,6,1,5,5,4,3,0,0,1,1,0,0,1,0,0,0,0,degraded,engineering,1st,0,0,detection_monitoring_alarms,1
hi-a-368a-energy-xxi-06-aug-2014,C-001,hardware_barrier,prevention,Structural Integrity,degraded,other,BSEE,bsee,2,2,2,2,0,2,1,2,1,1,1,0,0,1,1,1,1,1,0,1,degraded,engineering,2nd,0,0,mechanical_integrity,1
hi-a-368a-energy-xxi-06-aug-2014,C-004,hardware_barrier,prevention,Process Control,ineffective,prevent,BSEE,bsee,1,1,1,2,0,2,1,2,1,1,1,0,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
hi-a582-chevron-16-mar-2015,C-001,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,2,2,3,1,1,0,4,3,0,1,1,1,0,0,1,0,0,0,0,active,engineering,2nd,0,0,detection_monitoring_alarms,1
hi-a582-chevron-16-mar-2015,C-004,hardware_barrier,prevention,Structural Integrity,ineffective,control,BSEE,bsee,1,1,1,3,1,1,0,4,3,0,1,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
hi-a582-chevron-16-mar-2015,C-005,hardware_barrier,prevention,Structural Integrity,degraded,control,BSEE,bsee,2,1,1,3,1,1,0,4,3,0,1,1,1,0,0,0,0,0,0,0,degraded,engineering,1st,0,0,mechanical_integrity,1
kc-147-bp-01-apr-2015,C-001,hardware_barrier,prevention,Structural Integrity,degraded,verify_inspect,BSEE,bsee,3,1,1,2,2,2,0,3,3,0,0,1,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
kc-147-bp-01-apr-2015,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,verify_inspect,BSEE,bsee,2,1,1,2,2,2,0,3,3,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
kc-829-chevron-30-aug-2014,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,1,1,1,3,1,4,0,3,3,1,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
kc-829-chevron-30-aug-2014,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,maintain_integrity,BSEE,bsee,1,1,1,3,1,4,0,3,3,1,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
kc-829-chevron-30-aug-2014,C-005,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,1,1,1,3,1,4,0,3,3,1,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
kc-875-anadarko-13-oct-2014,C-001,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,2,1,1,2,0,2,2,3,3,0,0,1,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
kc-875-anadarko-13-oct-2014,C-003,hardware_barrier,prevention,Process Control,degraded,pressure_relief,BSEE,bsee,2,1,1,2,0,2,2,3,3,0,0,1,1,1,1,1,1,1,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc-109-14feb19,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,2,0,2,0,3,3,1,1,0,0,1,0,0,1,0,1,0,not_installed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc-109-14feb19,C-002,hardware_barrier,prevention,Process Control,ineffective,prevent,BSEE,bsee,2,1,1,2,0,2,0,3,3,1,1,0,0,1,0,0,1,0,1,0,not_installed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc-199-01apr2019,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,contain,BSEE,bsee,3,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
mc-29-stone-energy-12-feb-2014,C-001,hardware_barrier,prevention,Process Containment,ineffective,contain,BSEE,bsee,2,1,1,2,1,2,0,2,1,0,1,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
mc-29-stone-energy-12-feb-2014,C-002,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,3,2,2,2,1,2,0,2,2,0,1,0,1,1,0,0,1,0,1,0,bypassed,engineering,2nd,0,0,detection_monitoring_alarms,1
mc-437-a-shell-30-nov-2021,C-012,hardware_barrier,prevention,Alarm and Operator Response,ineffective,other,BSEE,bsee,3,1,1,1,6,1,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
mc-503-llog-25-mar-2014,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,1,1,1,2,0,2,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc-503-llog-25-mar-2014,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,1,1,1,2,0,2,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
mc-657-shell-offshore-09-jul-2020-v2,C-004,hardware_barrier,prevention,Process Control,ineffective,control,BSEE,bsee,1,1,1,2,0,0,0,3,3,0,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc-657-shell-offshore-09-jul-2020-v2,C-005,hardware_barrier,prevention,Alarm and Operator Response,ineffective,verify_inspect,BSEE,bsee,1,1,1,2,0,0,0,3,3,0,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,detection_monitoring_alarms,1
mc-726-hess-13-feb-2015,C-002,hardware_barrier,prevention,Process Control,ineffective,control,BSEE,bsee,2,1,1,2,2,2,1,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc-726-hess-13-feb-2015,C-003,hardware_barrier,prevention,Process Control,ineffective,control,BSEE,bsee,2,1,1,2,2,2,1,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc-736-a-murphy-exploration-15-sep-2015,C-001,hardware_barrier,prevention,Process Containment,ineffective,contain,BSEE,bsee,2,1,1,1,3,2,1,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
mc-778-bp-13-jul-2020,C-004,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
mc-778-bp-2-aug-2020,C-002,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,2,2,2,3,1,1,0,3,3,1,0,1,0,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,detection_monitoring_alarms,1
mc-778-bp-2-aug-2020,C-003,hardware_barrier,prevention,Structural Integrity,effective,control,BSEE,bsee,1,1,1,3,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,active,engineering,1st,0,0,mechanical_integrity,1
mc-778-bp-2-aug-2020,C-004,hardware_barrier,prevention,Process Control,effective,other,BSEE,bsee,1,1,1,3,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,active,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc-778-bp-exploration-06-may-2021,C-001,hardware_barrier,prevention,Process Control,degraded,other,BSEE,bsee,1,1,1,2,1,2,1,2,2,1,0,0,1,0,1,1,0,1,0,0,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc-778-bp-exploration-06-may-2021,C-003,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,2,1,2,1,2,2,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc2012720anadarko2009-may-2025,C-001,hardware_barrier,prevention,Process Control,effective,isolate_shutdown,BSEE,bsee,2,1,1,1,5,4,1,1,7,0,0,1,0,0,0,0,0,0,0,0,active,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc2047420bp2008-feb-2025,C-002,hardware_barrier,prevention,Alarm and Operator Response,degraded,detect,BSEE,bsee,2,2,1,1,0,1,1,2,2,0,0,0,1,1,1,1,1,1,0,1,degraded,engineering,2nd,0,0,detection_monitoring_alarms,1
mc2054720llog2024-dec-2023,C-001,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,1,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,active,engineering,1st,1,0,detection_monitoring_alarms,1
mc2054720llog2024-dec-2023,C-003,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,1,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,active,engineering,1st,1,0,detection_monitoring_alarms,1
mc20807-b20shell2006-jan-2023,C-001,hardware_barrier,prevention,Process Control,ineffective,control,BSEE,bsee,2,1,1,1,4,1,0,3,3,0,1,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc474-bp-11-jul-2018,C-001,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,2,1,1,3,2,2,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc474-bp-11-jul-2018,C-002,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,2,2,2,3,2,2,0,1,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
mc474-bp-11-jul-2018,C-007,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,2,1,1,3,2,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mc607-chevron-01dec2018,C-001,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,1,1,1,3,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,active,engineering,1st,0,0,detection_monitoring_alarms,1
mc736-noble-16-may-2018,C-003,hardware_barrier,prevention,Alarm and Operator Response,degraded,control,BSEE,bsee,2,2,2,2,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,degraded,engineering,2nd,0,0,detection_monitoring_alarms,1
mc736-noble-16-may-2018,C-006,hardware_barrier,prevention,Structural Integrity,ineffective,control,BSEE,bsee,1,1,1,2,0,1,0,2,1,0,1,1,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
mc778-bp-exploration-07-jun-2021,C-001,hardware_barrier,prevention,Process Containment,ineffective,contain,BSEE,bsee,2,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
mc816-llog-02jun2019,C-004,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,3,1,1,1,2,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,detection_monitoring_alarms,1
mp-299-fmi-22-sep-2019,C-001,hardware_barrier,prevention,Alarm and Operator Response,ineffective,other,BSEE,bsee,3,1,1,2,1,3,2,2,2,1,0,1,0,1,1,1,1,1,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
mp-299-fmi-22-sep-2019,C-006,hardware_barrier,prevention,Alarm and Operator Response,ineffective,alert_alarm,BSEE,bsee,2,1,1,2,1,3,2,2,2,1,0,1,0,1,0,1,1,0,1,0,not_installed,engineering,1st,0,0,detection_monitoring_alarms,1
mp-42-l-cantium-llc-21-sept-2021,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,1,1,3,3,3,0,2,2,1,0,1,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
mp-42-l-cantium-llc-21-sept-2021,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,maintain_integrity,BSEE,bsee,2,1,1,3,3,3,0,2,2,1,0,1,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
mp-42-l-cantium-llc-21-sept-2021,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,2,2,3,3,3,0,2,3,1,0,1,0,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,mechanical_integrity,1
mp140b-fieldwood-energy-09-jun-2021,C-001,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,2,1,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,detection_monitoring_alarms,1
mu-a-31b-anadarko-04-july-2014,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,4,0,4,0,3,3,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mu-a-31b-anadarko-04-july-2014,C-002,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,1,1,1,4,0,4,0,3,3,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mu-a-31b-anadarko-04-july-2014,C-003,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,1,1,1,4,0,4,0,3,3,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
mu-a-31b-anadarko-04-july-2014,C-004,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,1,1,1,4,0,4,0,3,3,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
panther-operating-company-mp-268-p-30-june-2022,C-003,hardware_barrier,prevention,Process Control,degraded,isolate_shutdown,BSEE,bsee,2,2,1,1,3,1,0,2,3,0,0,1,1,1,0,0,1,0,0,1,degraded,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
pl-23-talos-energy-offshore-llc-23-sept-2021,C-001,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,1,2,2,2,1,1,0,2,1,1,0,0,1,0,0,1,0,0,0,0,active,engineering,2nd,0,0,detection_monitoring_alarms,1
pl-23-talos-energy-offshore-llc-23-sept-2021,C-003,hardware_barrier,prevention,Process Control,degraded,maintain_integrity,BSEE,bsee,1,1,1,2,1,1,0,2,2,1,0,0,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
pl23-talos-energy-29-feb-2016,C-004,hardware_barrier,prevention,Structural Integrity,ineffective,prevent,BSEE,bsee,4,1,1,5,2,2,0,3,3,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
pl23-talos-energy-29-feb-2016,C-005,hardware_barrier,prevention,Structural Integrity,ineffective,prevent,BSEE,bsee,2,1,1,5,2,2,0,3,3,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
pl23-talos-energy-29-feb-2016,C-007,hardware_barrier,prevention,Structural Integrity,ineffective,protect,BSEE,bsee,1,1,1,5,2,2,0,3,3,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
