incident_id,incident_embed_text,top_event,incident_type,operating_phase,materials,region,operator,summary,recommendations
20-july-2024_ss20224d_talos20ev2010r,"Top Event: Hand caught between crane cable and sheave resulting in finger lacerations and partial amputation
Incident Type: Injury requiring evacuation
Operating Phase: decommissioning
Materials: N/A
Summary: On July 20, 2024, at 2200 hours, a rigger working on abandonment operations at Ship Shoal 224 D platform suffered lacerations to his ring finger and partial amputation of his pinky finger when his right hand was caught between the crane cable and crane block sheave while guiding a casing cutter tool through the deck. The incident occurred during a blind lift operation where the injured person used his hands instead of push poles to guide the suspended load, contrary to the operator's Material Handling policy. The JSAs performed that night did not identify the hazard of being caught between the crane cable and sheave, and Stop Work Authority was not invoked when the unsafe hand placement began.",Hand caught between crane cable and sheave resulting in finger lacerations and partial amputation,Injury requiring evacuation,decommissioning,[],Gulf of Mexico,Talos ERT LLC,"On July 20, 2024, at 2200 hours, a rigger working on abandonment operations at Ship Shoal 224 D platform suffered lacerations to his ring finger and partial amputation of his pinky finger when his right hand was caught between the crane cable and crane block sheave while guiding a casing cutter tool through the deck. The incident occurred during a blind lift operation where the injured person used his hands instead of push poles to guide the suspended load, contrary to the operator's Material Handling policy. The JSAs performed that night did not identify the hazard of being caught between the crane cable and sheave, and Stop Work Authority was not invoked when the unsafe hand placement began.",[]
2010-report-3oct2017-arena-travel-block,"Top Event: Dropped Objects - Traveling Block and Drill Line
Incident Type: Dropped Objects
Operating Phase: drilling
Materials: drill line, drilling fluid
Summary: On 20 July 2017 at 16:45 hours, Arena Offshore, LP experienced a dropped objects incident during drilling operations at Eugene Island Block 251C. While conducting non-routine top-drive removal and installation, the traveling block descended approximately 10-20 feet and drill line unspooled from the drawworks drum, causing the traveling block to land on the rotary table and approximately 123 feet of drill line to fall to the rig floor. The incident was caused by improper drill line tension and inadequate clamp design, resulting in damage to the drawworks drum drill line clamp and drill line. No injuries or structural damage occurred.",Dropped Objects - Traveling Block and Drill Line,Dropped Objects,drilling,"[""drill line"", ""drilling fluid""]",Gulf of Mexico,"Arena Offshore, LP","On 20 July 2017 at 16:45 hours, Arena Offshore, LP experienced a dropped objects incident during drilling operations at Eugene Island Block 251C. While conducting non-routine top-drive removal and installation, the traveling block descended approximately 10-20 feet and drill line unspooled from the drawworks drum, causing the traveling block to land on the rotary table and approximately 123 feet of drill line to fall to the rig floor. The incident was caused by improper drill line tension and inadequate clamp design, resulting in damage to the drawworks drum drill line clamp and drill line. No injuries or structural damage occurred.","[""Prior to top-drive removal, slip additional wraps of drill line onto drawworks drum to prevent slack and unseating from drum grooves"", ""Verify properly sized drawworks drill line clamp is installed with certified bolts"", ""Verify recertification of drawworks drum shafts includes inspection of drum drill line clamp"", ""Incorporate inspection of drum drill line clamp into rig's drawworks preventative maintenance program and annual lifting gear inspection""]"
201020arena20hi2054720b2005jan_202320redacted,"Top Event: Fire in Glycol Reboiler Dehydration System
Incident Type: fire
Operating Phase: production
Materials: glycol, natural gas
Summary: On January 5, 2023, at 1730 hours, a fire occurred in the Glycol Reboiler Dehydration system at High Island 547 B platform. The still column vent pipe became plugged, causing pressure buildup until rupture. Glycol spray contacted the reboiler and exhaust stack (operating at 750-800°F), igniting the glycol mixture. The fire was extinguished in ten minutes with no injuries or pollution. Damage exceeded $100,000.",Fire in Glycol Reboiler Dehydration System,fire,production,"[""glycol"", ""natural gas""]",Gulf of Mexico,"Arena Offshore, LP","On January 5, 2023, at 1730 hours, a fire occurred in the Glycol Reboiler Dehydration system at High Island 547 B platform. The still column vent pipe became plugged, causing pressure buildup until rupture. Glycol spray contacted the reboiler and exhaust stack (operating at 750-800°F), igniting the glycol mixture. The fire was extinguished in ten minutes with no injuries or pollution. Damage exceeded $100,000.","[""Develop a servicing plan to inspect the Still Column Vent piping""]"
201020shell20ac208572003jan_202320redacted,"Top Event: Loss of Power
Incident Type: Equipment Failure - Fire
Operating Phase: production
Materials: electrical equipment, power systems
Summary: On January 3, 2023, at 2210 hours, the Universal Power Supply (UPS-7560) at Perdido Spar failed, releasing smoke and activating smoke detectors in the UPS room. The DC capacitor burst upon failure, causing arcing/sparking and triggering an automated facility shut-in and full power loss. The automated safety system functioned as designed. No injuries or pollution were reported. Estimated repair cost was $56,830.",Loss of Power,Equipment Failure - Fire,production,"[""electrical equipment"", ""power systems""]",Gulf of Mexico - Alaminos Canyon Block 857,Shell Offshore Inc.,"On January 3, 2023, at 2210 hours, the Universal Power Supply (UPS-7560) at Perdido Spar failed, releasing smoke and activating smoke detectors in the UPS room. The DC capacitor burst upon failure, causing arcing/sparking and triggering an automated facility shut-in and full power loss. The automated safety system functioned as designed. No injuries or pollution were reported. Estimated repair cost was $56,830.","[""Implement Preventative Maintenance Plan (PMI) to replace all fans, AC and DC capacitors on like units""]"
21-mar-2023_wr758_chevron_ev2010r,"Top Event: Dropped Object
Incident Type: Structural Damage
Operating Phase: drilling
Materials: marine riser, riser bolt insert, drilling fluid
Summary: On March 21, 2023 at 02:30 hours, a 25-pound riser bolt insert dislodged from a riser flange and fell approximately 75 feet to the rig floor on the drillship Valaris DS-18. The object passed between two Floorhands and struck an aluminum stairway, damaging two steps. The riser retainer pin was either never installed or fell out during transport. The retention cable (sling) required by WIMS Step 6, Item 'd' was not installed. Personnel failed to follow proper procedures and did not stop the job when the incident occurred.",Dropped Object,Structural Damage,drilling,"[""marine riser"", ""riser bolt insert"", ""drilling fluid""]","Gulf of Mexico, Walker Ridge Block 758",Chevron U.S.A. Inc.,"On March 21, 2023 at 02:30 hours, a 25-pound riser bolt insert dislodged from a riser flange and fell approximately 75 feet to the rig floor on the drillship Valaris DS-18. The object passed between two Floorhands and struck an aluminum stairway, damaging two steps. The riser retainer pin was either never installed or fell out during transport. The retention cable (sling) required by WIMS Step 6, Item 'd' was not installed. Personnel failed to follow proper procedures and did not stop the job when the incident occurred.","[""Develop checklist with all pertinent safety steps for running riser attached to WIMS"", ""Break down long WIMS into stages with designated second crew member to verify compliance"", ""Develop Stop Work Authority Drill program by OIM to increase personnel comfort in stopping jobs when needed""]"
22-apr-2024_gc20389_20murphy20ev2010r,"Top Event: Hand injury from caught-between hazard
Incident Type: Caught between C-plates during wireline tool disconnection
Operating Phase: completion
Materials: N/A
Summary: On April 22, 2024, at 0815 hours, an injured person (IP) assisting a wireline helper to disconnect wireline tools on the drillship Noble Stanley Lafosse had his right hand caught between upper and lower C-plates weighing 175 lbs. The IP placed his hand under the upper C-plate to stabilize the tool string while the helper released the tools, causing them to fall 4 inches and crush the IP's hand. The IP sustained lacerations to the right hand ring and middle fingertips, a broken ring finger tip, and required 14 stitches. The IP was evacuated and released to light duty on 4/22/24 and full duty on 5/22/24. Root causes included inadequate training on wireline tools, lack of deepwater experience by the helper, poor communication about hazards, and failure to identify pinch point hazards.",Hand injury from caught-between hazard,Caught between C-plates during wireline tool disconnection,completion,[],Gulf of Mexico - Green Canyon Block 389,Murphy Exploration & Production Company – USA,"On April 22, 2024, at 0815 hours, an injured person (IP) assisting a wireline helper to disconnect wireline tools on the drillship Noble Stanley Lafosse had his right hand caught between upper and lower C-plates weighing 175 lbs. The IP placed his hand under the upper C-plate to stabilize the tool string while the helper released the tools, causing them to fall 4 inches and crush the IP's hand. The IP sustained lacerations to the right hand ring and middle fingertips, a broken ring finger tip, and required 14 stitches. The IP was evacuated and released to light duty on 4/22/24 and full duty on 5/22/24. Root causes included inadequate training on wireline tools, lack of deepwater experience by the helper, poor communication about hazards, and failure to identify pinch point hazards.",[]
28-mar-2024_wr2051_boe_ev2010r,"Top Event: Fall from height through open hole
Incident Type: Slip/Trip/Fall
Operating Phase: production
Materials: drilling fluid
Summary: On March 28, 2024, a Transocean Subsea Superintendent fell approximately nine feet through an open hole in a BOP work platform while performing maintenance on the Deepwater Atlas drillship. The hatch cover securing the hole had been damaged and removed during a pre-lift check without proper communication or barriers being installed. The IP was wearing a safety harness but was not tied off. He sustained a knee injury and abrasions and was evacuated for medical treatment. The incident was caused by failure to communicate the open hole, flawed hatch cover design, and lack of proper hazard analysis and barriers.",Fall from height through open hole,Slip/Trip/Fall,production,"[""drilling fluid""]",Gulf of Mexico,"Beacon Offshore Energy, LLC","On March 28, 2024, a Transocean Subsea Superintendent fell approximately nine feet through an open hole in a BOP work platform while performing maintenance on the Deepwater Atlas drillship. The hatch cover securing the hole had been damaged and removed during a pre-lift check without proper communication or barriers being installed. The IP was wearing a safety harness but was not tied off. He sustained a knee injury and abrasions and was evacuated for medical treatment. The incident was caused by failure to communicate the open hole, flawed hatch cover design, and lack of proper hazard analysis and barriers.","[""Implement proper job task hazard analysis for all subsea BOP maintenance activities"", ""Ensure all personnel are informed of open holes and hazards before work begins"", ""Redesign hatch cover hinge to prevent separation and dropped object hazard"", ""Enforce fall protection tie-off requirements for all work at heights"", ""Improve communication protocols between lifting teams and work crews"", ""Ensure procedures include hazard identification, mitigations, and personnel sign-offs""]"
31-may-2023_gc468_ev2010r-2,"Top Event: Uncontrolled descent of rope access technician
Incident Type: Slip/Trip/Fall
Operating Phase: production
Materials: seawater, chemically treated seawater
Summary: On May 31, 2023, at 09:00 hours, a Rope Access Technician (RAT #2) employed by Southey Contracting experienced an uncontrolled descent of approximately 90 feet while inspecting the Seawater Reject Caisson (SWRC) on the Stampede tension leg platform. The technician's working rope slipped through an improperly threaded I'D descender device at the anchor point. During the fall, the technician's left leg struck a SWRC support clamp, causing lacerations and ligament damage. The fall was arrested approximately 8 feet above the waterline when the anti-error catch safety feature of the I'D engaged near the stopper knot. The injured person was rescued by an alternate rope access team and evacuated via helicopter for medical treatment.",Uncontrolled descent of rope access technician,Slip/Trip/Fall,production,"[""seawater"", ""chemically treated seawater""]","Gulf of Mexico, Green Canyon Block 468",Hess Corporation,"On May 31, 2023, at 09:00 hours, a Rope Access Technician (RAT #2) employed by Southey Contracting experienced an uncontrolled descent of approximately 90 feet while inspecting the Seawater Reject Caisson (SWRC) on the Stampede tension leg platform. The technician's working rope slipped through an improperly threaded I'D descender device at the anchor point. During the fall, the technician's left leg struck a SWRC support clamp, causing lacerations and ligament damage. The fall was arrested approximately 8 feet above the waterline when the anti-error catch safety feature of the I'D engaged near the stopper knot. The injured person was rescued by an alternate rope access team and evacuated via helicopter for medical treatment.","[""Discontinue use of Shunt devices as personal backup devices and replace with alternative backup devices"", ""Implement refresher training for all RATs on safety and supervisory procedures"", ""Implement Advanced Rescue Training for supervisory personnel"", ""Review and enhance Stop Work Authority procedures"", ""Mandate risk assessment and equipment requirement evaluation for all work scope changes"", ""Provide dedicated and suitable rescue kits with third set of ropes for emergency rescue"", ""Require supervisors to maintain direct line of sight with RATs during rope positioning"", ""Amend rope access procedures to include suitable knots (e.g., alpine butterfly) attached to structure to prevent slippage of descending/retrieval devices"", ""Develop and implement robust rope access permitting checklist"", ""Ensure buddy checks and function testing are completed by different team members"", ""Implement equipment tracking and identification system for all rope access gear"", ""Provide materials and procedures to mitigate wet work conditions from SWRC discharge leak"", ""Install directional carabiners per manufacturer recommendations for all I'D descender installations"", ""Secure/tie-off all anchor point devices with knots to prevent accidental lowering"", ""Ensure stopper knots are installed directly behind anchor point I'D devices""]"
31-may-202420-20gc5220-mc20offshore20ev2010r,"Top Event: Structural Damage to Crane Boom
Incident Type: Equipment Failure / Human Error
Operating Phase: abandonment
Materials: N/A
Summary: On May 31, 2024 at 01:00 hrs, during offloading and backloading operations at GC 52 A Platform, a stinger attached to the crane's main block latched into a lace on the crane boom. Crane Operator 2 (CO-2) observed this and stopped operations, notifying the Person In Charge (PIC). The PIC instructed Crane Operator 1 (CO-1) to lower only the boom without lowering the main block, contrary to CO-2's recommendation to lower both simultaneously. As the boom was lowered, the stinger pulled tight and snapped a weld on the boom lace. The damaged crane continued in operation until June 6, 2024, when BSEE inspectors removed it from service. The boom tip was replaced at a cost of $70,000.",Structural Damage to Crane Boom,Equipment Failure / Human Error,abandonment,[],"Gulf of Mexico, Green Canyon Block 52","MC Offshore Petroleum, LLC","On May 31, 2024 at 01:00 hrs, during offloading and backloading operations at GC 52 A Platform, a stinger attached to the crane's main block latched into a lace on the crane boom. Crane Operator 2 (CO-2) observed this and stopped operations, notifying the Person In Charge (PIC). The PIC instructed Crane Operator 1 (CO-1) to lower only the boom without lowering the main block, contrary to CO-2's recommendation to lower both simultaneously. As the boom was lowered, the stinger pulled tight and snapped a weld on the boom lace. The damaged crane continued in operation until June 6, 2024, when BSEE inspectors removed it from service. The boom tip was replaced at a cost of $70,000.","[""Remove stinger when not in use"", ""Enhance pre-use crane inspection procedures to identify loose gear"", ""Improve Job Safety Analysis to cover possibility of stinger hanging up on boom"", ""Implement and enforce Stop Work Authority (SWA) protocols"", ""Ensure supervisory personnel listen to and act on safety concerns raised by crew""]"
31-may-ei-338arenacranesantitized,"Top Event: Severe injury from falling/shifting construction tool house during crane lift
Incident Type: Structural Damage - Crane
Operating Phase: production
Materials: N/A
Summary: On May 31, 2017 at 1410 hours, an employee was severely injured when a 10,000 lb construction tool house being lifted by a platform crane came into contact with channel iron protruding from a structural member. The load shifted and struck the rigger who was positioned between the tool house and handrails, causing a fractured pelvis. Contributing factors included lack of line-of-sight communication between crane operator and rigger, ineffective radio communication, and the rigger being positioned in a pinch point hazard zone.",Severe injury from falling/shifting construction tool house during crane lift,Structural Damage - Crane,production,[],Gulf of Mexico,"Arena Offshore, LP","On May 31, 2017 at 1410 hours, an employee was severely injured when a 10,000 lb construction tool house being lifted by a platform crane came into contact with channel iron protruding from a structural member. The load shifted and struck the rigger who was positioned between the tool house and handrails, causing a fractured pelvis. Contributing factors included lack of line-of-sight communication between crane operator and rigger, ineffective radio communication, and the rigger being positioned in a pinch point hazard zone.","[""BSEE Lafayette District office made no recommendations to the Regional Office of Incident Investigations""]"
ac-25a-exxon-22-feb-2014,"Top Event: Hand injury from loss of control of lowered load
Incident Type: Slip/Trip/Fall - Hand Injury
Operating Phase: production
Materials: hydraulic fluid
Summary: On 22-Feb-2014, an Exxon Mobil crew member attempted to lower an 85-pound hydraulic hose from a crane landing 38 feet above the deck using an improper technique. The crew member held a 1/2"" rope to control the descent while another crew member fed the coiled hose over the railing. When the full weight of the hose went over the railing, the injured party lost control of the rope, pulling his left hand into the railing and tearing skin at the base of the thumb. The injured party was evacuated via Medevac and received medical treatment.",Hand injury from loss of control of lowered load,Slip/Trip/Fall - Hand Injury,production,"[""hydraulic fluid""]",Gulf of Mexico,Exxon Mobil Corporation,"On 22-Feb-2014, an Exxon Mobil crew member attempted to lower an 85-pound hydraulic hose from a crane landing 38 feet above the deck using an improper technique. The crew member held a 1/2"" rope to control the descent while another crew member fed the coiled hose over the railing. When the full weight of the hose went over the railing, the injured party lost control of the rope, pulling his left hand into the railing and tearing skin at the base of the thumb. The injured party was evacuated via Medevac and received medical treatment.",[]
ac-475-conoco-phillips-12-mar-2016,"Top Event: Fire in accommodation cabin
Incident Type: Fire
Operating Phase: drilling
Materials: diesel, hydraulic fluid
Summary: On March 12, 2016, at 10:06 hours, a fire occurred in accommodation cabin 417 on the drill ship Maersk Valiant during drilling operations in Alaminos Canyon 475. The smoke alarm system was activated and personnel mustered. Fire Teams responded and extinguished the fire using fire hoses after handheld fire extinguishers proved ineffective. The fire was extinguished at 10:26 hours. Forensic analysis could not definitively identify the ignition source; the Samsung tablet could not be eliminated as a possible source but could not be proven. The source was classified as undetermined. Damage was estimated at $50,000 with no injuries reported. A similar fire had occurred in the B-deck linen closet on December 13, 2015.",Fire in accommodation cabin,Fire,drilling,"[""diesel"", ""hydraulic fluid""]","Gulf of Mexico, Alaminos Canyon 475",ConocoPhillips Company,"On March 12, 2016, at 10:06 hours, a fire occurred in accommodation cabin 417 on the drill ship Maersk Valiant during drilling operations in Alaminos Canyon 475. The smoke alarm system was activated and personnel mustered. Fire Teams responded and extinguished the fire using fire hoses after handheld fire extinguishers proved ineffective. The fire was extinguished at 10:26 hours. Forensic analysis could not definitively identify the ignition source; the Samsung tablet could not be eliminated as a possible source but could not be proven. The source was classified as undetermined. Damage was estimated at $50,000 with no injuries reported. A similar fire had occurred in the B-deck linen closet on December 13, 2015.","[""All electrical equipment must be checked in when arriving and inspected by electrical department"", ""No electrical equipment should be left plugged into rig power system unattended"", ""Charging devices should not be stored on materials with high combustion potential"", ""24-hour fire watch in living quarters until well completion""]"
ac-475-conoco-phillips-13-dec-2015,"Top Event: Fire in B-Deck linen closet
Incident Type: Fire
Operating Phase: drilling
Materials: facial cream, organic oils, linens, pillows, mattresses
Summary: On December 13, 2015, a fire occurred in the B-Deck linen closet during drilling operations on the drill ship Maersk Valiant. The fire was caused by improper storage of combustible materials susceptible to spontaneous heating or chemical reaction. An offshore travel bag tested positive for organic oils, and an unsealed facial cream container was found in the closet. The fire was extinguished after 17 minutes using fire hoses. Estimated damage was $10,000. The incident resulted in a full crew muster and deployment of Fire Team 2.",Fire in B-Deck linen closet,Fire,drilling,"[""facial cream"", ""organic oils"", ""linens"", ""pillows"", ""mattresses""]","Gulf of Mexico, Alaminos Canyon Block 475",ConocoPhillips Company,"On December 13, 2015, a fire occurred in the B-Deck linen closet during drilling operations on the drill ship Maersk Valiant. The fire was caused by improper storage of combustible materials susceptible to spontaneous heating or chemical reaction. An offshore travel bag tested positive for organic oils, and an unsealed facial cream container was found in the closet. The fire was extinguished after 17 minutes using fire hoses. Estimated damage was $10,000. The incident resulted in a full crew muster and deployment of Fire Team 2.",[]
ac-728-shell-16-mar-2018,"Top Event: Lifting equipment failure resulting in dropped load
Incident Type: Equipment Failure / Human Error
Operating Phase: production
Materials: drilling fluid, mud pump discharge module
Summary: While lifting a 2.69 Ton discharge module from a 14-P-220 Mud Pump using a 3 Ton chain hoist trolley, the internal chain guides failed in a bent condition, causing the module to fall approximately 3 inches onto metal grating. Third party testing determined the failure resulted from overload conditions caused by unforeseen forces including friction from the load catching on bolts or lip edges, shock loading, and backup equipment pulling against the load. The lift plan did not accurately identify the load weight, all lifting gear, or account for deviations from the original plan.",Lifting equipment failure resulting in dropped load,Equipment Failure / Human Error,production,"[""drilling fluid"", ""mud pump discharge module""]",Gulf of Mexico,Shell Offshore Inc.,"While lifting a 2.69 Ton discharge module from a 14-P-220 Mud Pump using a 3 Ton chain hoist trolley, the internal chain guides failed in a bent condition, causing the module to fall approximately 3 inches onto metal grating. Third party testing determined the failure resulted from overload conditions caused by unforeseen forces including friction from the load catching on bolts or lip edges, shock loading, and backup equipment pulling against the load. The lift plan did not accurately identify the load weight, all lifting gear, or account for deviations from the original plan.","[""No specific recommendations issued by BSEE Lake Jackson District""]"
